route_long_name,route_short_name,service_id,hour_of_day,trips_per_hour
YONGE,97,3,21,14
YONGE,97,3,22,14
YONGE,97,3,23,14
YONGE,97,3,24,14
YONGE,97,3,25,10
YONGE,97,3,26,2
YONGE,97,4,5,3
YONGE,97,4,6,11
YONGE,97,4,7,14
YONGE,97,4,8,14
YONGE,97,4,9,14
YONGE,97,4,10,14
YONGE,97,4,11,15
YONGE,97,4,12,14
YONGE,97,4,13,14
YONGE,97,4,14,14
YONGE,97,4,15,14
YONGE,97,4,16,14
YONGE,97,4,17,14
YONGE,97,4,18,14
YONGE,97,4,19,15
YONGE,97,4,20,15
YONGE,97,4,21,14
YONGE,97,4,22,14
YONGE,97,4,23,14
YONGE,97,4,24,14
YONGE,97,4,25,10
YONGE,97,4,26,2
WILLOWDALE-SENLAC,98,1,5,6
WILLOWDALE-SENLAC,98,1,6,8
WILLOWDALE-SENLAC,98,1,7,8
WILLOWDALE-SENLAC,98,1,8,10
WILLOWDALE-SENLAC,98,1,9,8
WILLOWDALE-SENLAC,98,1,10,7
WILLOWDALE-SENLAC,98,1,11,7
WILLOWDALE-SENLAC,98,1,12,8
WILLOWDALE-SENLAC,98,1,13,7
WILLOWDALE-SENLAC,98,1,14,8
WILLOWDALE-SENLAC,98,1,15,9
WILLOWDALE-SENLAC,98,1,16,10
WILLOWDALE-SENLAC,98,1,17,9
WILLOWDALE-SENLAC,98,1,18,9
WILLOWDALE-SENLAC,98,1,19,7
WILLOWDALE-SENLAC,98,1,20,8
WILLOWDALE-SENLAC,98,1,21,8
WILLOWDALE-SENLAC,98,1,22,8
WILLOWDALE-SENLAC,98,1,23,8
WILLOWDALE-SENLAC,98,1,24,8
WILLOWDALE-SENLAC,98,1,25,3
WILLOWDALE-SENLAC,98,2,5,5
WILLOWDALE-SENLAC,98,2,6,6
WILLOWDALE-SENLAC,98,2,7,6
WILLOWDALE-SENLAC,98,2,8,6
WILLOWDALE-SENLAC,98,2,9,6
WILLOWDALE-SENLAC,98,2,10,7
WILLOWDALE-SENLAC,98,2,11,8
WILLOWDALE-SENLAC,98,2,12,7
WILLOWDALE-SENLAC,98,2,13,8
WILLOWDALE-SENLAC,98,2,14,7
WILLOWDALE-SENLAC,98,2,15,7
WILLOWDALE-SENLAC,98,2,16,8
WILLOWDALE-SENLAC,98,2,17,7
WILLOWDALE-SENLAC,98,2,18,8
WILLOWDALE-SENLAC,98,2,19,7
WILLOWDALE-SENLAC,98,2,20,7
WILLOWDALE-SENLAC,98,2,21,8
WILLOWDALE-SENLAC,98,2,22,6
WILLOWDALE-SENLAC,98,2,23,6
WILLOWDALE-SENLAC,98,2,24,6
WILLOWDALE-SENLAC,98,2,25,3
WILLOWDALE-SENLAC,98,3,7,3
WILLOWDALE-SENLAC,98,3,8,7
WILLOWDALE-SENLAC,98,3,9,7
WILLOWDALE-SENLAC,98,3,10,7
WILLOWDALE-SENLAC,98,3,11,8
WILLOWDALE-SENLAC,98,3,12,7
WILLOWDALE-SENLAC,98,3,13,8
WILLOWDALE-SENLAC,98,3,14,7
WILLOWDALE-SENLAC,98,3,15,7
WILLOWDALE-SENLAC,98,3,16,8
WILLOWDALE-SENLAC,98,3,17,7
WILLOWDALE-SENLAC,98,3,18,8
WILLOWDALE-SENLAC,98,3,19,7
WILLOWDALE-SENLAC,98,3,20,7
WILLOWDALE-SENLAC,98,3,21,7
WILLOWDALE-SENLAC,98,3,22,6
WILLOWDALE-SENLAC,98,3,23,6
WILLOWDALE-SENLAC,98,3,24,6
WILLOWDALE-SENLAC,98,3,25,3
WILLOWDALE-SENLAC,98,4,5,5
WILLOWDALE-SENLAC,98,4,6,8
WILLOWDALE-SENLAC,98,4,7,7
WILLOWDALE-SENLAC,98,4,8,7
WILLOWDALE-SENLAC,98,4,9,7
WILLOWDALE-SENLAC,98,4,10,7
WILLOWDALE-SENLAC,98,4,11,8
WILLOWDALE-SENLAC,98,4,12,7
WILLOWDALE-SENLAC,98,4,13,8
WILLOWDALE-SENLAC,98,4,14,7
WILLOWDALE-SENLAC,98,4,15,7
WILLOWDALE-SENLAC,98,4,16,8
WILLOWDALE-SENLAC,98,4,17,7
WILLOWDALE-SENLAC,98,4,18,8
WILLOWDALE-SENLAC,98,4,19,7
WILLOWDALE-SENLAC,98,4,20,7
WILLOWDALE-SENLAC,98,4,21,7
WILLOWDALE-SENLAC,98,4,22,6
WILLOWDALE-SENLAC,98,4,23,6
WILLOWDALE-SENLAC,98,4,24,6
WILLOWDALE-SENLAC,98,4,25,3
SHEPPARD WEST EXPRESS,984,1,6,9
SHEPPARD WEST EXPRESS,984,1,7,20
SHEPPARD WEST EXPRESS,984,1,8,19
SHEPPARD WEST EXPRESS,984,1,9,14
SHEPPARD WEST EXPRESS,984,1,10,10
SHEPPARD WEST EXPRESS,984,1,11,10
SHEPPARD WEST EXPRESS,984,1,12,10
SHEPPARD WEST EXPRESS,984,1,13,10
SHEPPARD WEST EXPRESS,984,1,14,21
SHEPPARD WEST EXPRESS,984,1,15,20
SHEPPARD WEST EXPRESS,984,1,16,20
SHEPPARD WEST EXPRESS,984,1,17,20
SHEPPARD WEST EXPRESS,984,1,18,19
SHEPPARD WEST EXPRESS,984,1,19,15
SHEPPARD WEST EXPRESS,984,1,20,10
SHEPPARD WEST EXPRESS,984,1,21,10
SHEPPARD WEST EXPRESS,984,1,22,8
SHEPPARD WEST EXPRESS,984,1,23,2
SHEPPARD EAST EXPRESS,985,1,6,13
SHEPPARD EAST EXPRESS,985,1,7,17
SHEPPARD EAST EXPRESS,985,1,8,15
SHEPPARD EAST EXPRESS,985,1,9,5
SHEPPARD EAST EXPRESS,985,1,13,1
SHEPPARD EAST EXPRESS,985,1,14,11
SHEPPARD EAST EXPRESS,985,1,15,18
SHEPPARD EAST EXPRESS,985,1,16,19
SHEPPARD EAST EXPRESS,985,1,17,19
SHEPPARD EAST EXPRESS,985,1,18,14
SHEPPARD EAST EXPRESS,985,1,19,4
SCARBOROUGH EXPRESS,986,1,6,20
SCARBOROUGH EXPRESS,986,1,7,31
SCARBOROUGH EXPRESS,986,1,8,25
SCARBOROUGH EXPRESS,986,1,9,6
SCARBOROUGH EXPRESS,986,1,15,8
SCARBOROUGH EXPRESS,986,1,16,16
SCARBOROUGH EXPRESS,986,1,17,16
SCARBOROUGH EXPRESS,986,1,18,13
SCARBOROUGH EXPRESS,986,1,19,3
WESTON EXPRESS,989,1,6,10
WESTON EXPRESS,989,1,7,16
WESTON EXPRESS,989,1,8,16
WESTON EXPRESS,989,1,9,8
WESTON EXPRESS,989,1,14,9
WESTON EXPRESS,989,1,15,16
WESTON EXPRESS,989,1,16,16
WESTON EXPRESS,989,1,17,16
WESTON EXPRESS,989,1,18,15
WESTON EXPRESS,989,1,19,9
ARROW RD,99,1,3,2
ARROW RD,99,1,4,8
ARROW RD,99,1,5,9
ARROW RD,99,1,6,1
ARROW RD,99,1,9,6
ARROW RD,99,1,10,9
ARROW RD,99,1,11,9
ARROW RD,99,1,12,9
ARROW RD,99,1,13,9
ARROW RD,99,1,14,8
ARROW RD,99,1,15,1
ARROW RD,99,1,17,9
ARROW RD,99,1,18,10
ARROW RD,99,1,19,10
ARROW RD,99,1,20,10
ARROW RD,99,1,21,10
ARROW RD,99,1,22,9
ARROW RD,99,1,23,1
ARROW RD,99,2,4,9
ARROW RD,99,2,5,10
ARROW RD,99,2,6,10
ARROW RD,99,2,7,10
ARROW RD,99,2,8,10
ARROW RD,99,2,9,10
ARROW RD,99,2,10,10
ARROW RD,99,2,11,10
ARROW RD,99,2,12,10
ARROW RD,99,2,13,10
ARROW RD,99,2,14,10
ARROW RD,99,2,15,10
ARROW RD,99,2,16,10
ARROW RD,99,2,17,10
ARROW RD,99,2,18,10
ARROW RD,99,2,19,10
ARROW RD,99,2,20,10
ARROW RD,99,2,21,10
ARROW RD,99,2,22,9
ARROW RD,99,2,23,1
ARROW RD,99,3,4,9
ARROW RD,99,3,5,10
ARROW RD,99,3,6,10
ARROW RD,99,3,7,10
ARROW RD,99,3,8,10
ARROW RD,99,3,9,10
ARROW RD,99,3,10,10
ARROW RD,99,3,11,10
ARROW RD,99,3,12,9
ARROW RD,99,3,13,9
ARROW RD,99,3,14,9
ARROW RD,99,3,15,9
ARROW RD,99,3,16,9
ARROW RD,99,3,17,9
ARROW RD,99,3,18,9
ARROW RD,99,3,19,9
ARROW RD,99,3,20,9
ARROW RD,99,3,21,8
ARROW RD,99,3,22,5
ARROW RD,99,4,4,9
ARROW RD,99,4,5,10
ARROW RD,99,4,6,10
ARROW RD,99,4,7,10
ARROW RD,99,4,8,10
ARROW RD,99,4,9,10
ARROW RD,99,4,10,10
ARROW RD,99,4,11,10
ARROW RD,99,4,12,9
ARROW RD,99,4,13,9
ARROW RD,99,4,14,9
ARROW RD,99,4,15,9
ARROW RD,99,4,16,9
ARROW RD,99,4,17,9
ARROW RD,99,4,18,9
ARROW RD,99,4,19,9
ARROW RD,99,4,20,9
ARROW RD,99,4,21,8
ARROW RD,99,4,22,5
YORK MILLS EXPRESS,995,1,5,3
YORK MILLS EXPRESS,995,1,6,11
YORK MILLS EXPRESS,995,1,7,20
YORK MILLS EXPRESS,995,1,8,22
YORK MILLS EXPRESS,995,1,9,22
YORK MILLS EXPRESS,995,1,10,22
YORK MILLS EXPRESS,995,1,11,22
YORK MILLS EXPRESS,995,1,12,22
YORK MILLS EXPRESS,995,1,13,22
YORK MILLS EXPRESS,995,1,14,22
YORK MILLS EXPRESS,995,1,15,22
YORK MILLS EXPRESS,995,1,16,23
YORK MILLS EXPRESS,995,1,17,23
YORK MILLS EXPRESS,995,1,18,17
YORK MILLS EXPRESS,995,1,19,5
WILSON EXPRESS,996,1,5,9
WILSON EXPRESS,996,1,6,26
WILSON EXPRESS,996,1,7,34
WILSON EXPRESS,996,1,8,35
WILSON EXPRESS,996,1,9,31
WILSON EXPRESS,996,1,10,28
WILSON EXPRESS,996,1,11,24
WILSON EXPRESS,996,1,12,24
WILSON EXPRESS,996,1,13,26
WILSON EXPRESS,996,1,14,30
WILSON EXPRESS,996,1,15,31
WILSON EXPRESS,996,1,16,31
WILSON EXPRESS,996,1,17,31
WILSON EXPRESS,996,1,18,31
WILSON EXPRESS,996,1,19,26
WILSON EXPRESS,996,1,20,8
LINE 1 (YONGE-UNIVERSITY),1,1,5,22
LINE 1 (YONGE-UNIVERSITY),1,1,6,68
LINE 1 (YONGE-UNIVERSITY),1,1,7,86
LINE 1 (YONGE-UNIVERSITY),1,1,8,94
LINE 1 (YONGE-UNIVERSITY),1,1,9,82
LINE 1 (YONGE-UNIVERSITY),1,1,10,64
LINE 1 (YONGE-UNIVERSITY),1,1,11,52
LINE 1 (YONGE-UNIVERSITY),1,1,12,52
LINE 1 (YONGE-UNIVERSITY),1,1,13,55
LINE 1 (YONGE-UNIVERSITY),1,1,14,57
LINE 1 (YONGE-UNIVERSITY),1,1,15,59
LINE 1 (YONGE-UNIVERSITY),1,1,16,69
LINE 1 (YONGE-UNIVERSITY),1,1,17,87
LINE 1 (YONGE-UNIVERSITY),1,1,18,89
LINE 1 (YONGE-UNIVERSITY),1,1,19,79
LINE 1 (YONGE-UNIVERSITY),1,1,20,64
LINE 1 (YONGE-UNIVERSITY),1,1,21,55
LINE 1 (YONGE-UNIVERSITY),1,1,22,48
LINE 1 (YONGE-UNIVERSITY),1,1,23,45
LINE 1 (YONGE-UNIVERSITY),1,1,24,44
LINE 1 (YONGE-UNIVERSITY),1,1,25,32
LINE 1 (YONGE-UNIVERSITY),1,1,26,9
LINE 1 (YONGE-UNIVERSITY),1,2,5,12
LINE 1 (YONGE-UNIVERSITY),1,2,6,38
LINE 1 (YONGE-UNIVERSITY),1,2,7,43
LINE 1 (YONGE-UNIVERSITY),1,2,8,43
LINE 1 (YONGE-UNIVERSITY),1,2,9,45
LINE 1 (YONGE-UNIVERSITY),1,2,10,53
LINE 1 (YONGE-UNIVERSITY),1,2,11,58
LINE 1 (YONGE-UNIVERSITY),1,2,12,60
LINE 1 (YONGE-UNIVERSITY),1,2,13,58
LINE 1 (YONGE-UNIVERSITY),1,2,14,58
LINE 1 (YONGE-UNIVERSITY),1,2,15,58
LINE 1 (YONGE-UNIVERSITY),1,2,16,59
LINE 1 (YONGE-UNIVERSITY),1,2,17,59
LINE 1 (YONGE-UNIVERSITY),1,2,18,57
LINE 1 (YONGE-UNIVERSITY),1,2,19,54
LINE 1 (YONGE-UNIVERSITY),1,2,20,53
LINE 1 (YONGE-UNIVERSITY),1,2,21,52
LINE 1 (YONGE-UNIVERSITY),1,2,22,49
LINE 1 (YONGE-UNIVERSITY),1,2,23,45
LINE 1 (YONGE-UNIVERSITY),1,2,24,44
LINE 1 (YONGE-UNIVERSITY),1,2,25,32
LINE 1 (YONGE-UNIVERSITY),1,2,26,9
LINE 1 (YONGE-UNIVERSITY),1,3,7,7
LINE 1 (YONGE-UNIVERSITY),1,3,8,38
LINE 1 (YONGE-UNIVERSITY),1,3,9,45
LINE 1 (YONGE-UNIVERSITY),1,3,10,53
LINE 1 (YONGE-UNIVERSITY),1,3,11,58
LINE 1 (YONGE-UNIVERSITY),1,3,12,60
LINE 1 (YONGE-UNIVERSITY),1,3,13,58
LINE 1 (YONGE-UNIVERSITY),1,3,14,58
LINE 1 (YONGE-UNIVERSITY),1,3,15,58
LINE 1 (YONGE-UNIVERSITY),1,3,16,59
LINE 1 (YONGE-UNIVERSITY),1,3,17,59
LINE 1 (YONGE-UNIVERSITY),1,3,18,52
LINE 1 (YONGE-UNIVERSITY),1,3,19,45
LINE 1 (YONGE-UNIVERSITY),1,3,20,44
LINE 1 (YONGE-UNIVERSITY),1,3,21,44
LINE 1 (YONGE-UNIVERSITY),1,3,22,44
LINE 1 (YONGE-UNIVERSITY),1,3,23,44
LINE 1 (YONGE-UNIVERSITY),1,3,24,44
LINE 1 (YONGE-UNIVERSITY),1,3,25,32
LINE 1 (YONGE-UNIVERSITY),1,3,26,9
LINE 1 (YONGE-UNIVERSITY),1,4,5,12
LINE 1 (YONGE-UNIVERSITY),1,4,6,38
LINE 1 (YONGE-UNIVERSITY),1,4,7,43
LINE 1 (YONGE-UNIVERSITY),1,4,8,43
LINE 1 (YONGE-UNIVERSITY),1,4,9,45
LINE 1 (YONGE-UNIVERSITY),1,4,10,53
LINE 1 (YONGE-UNIVERSITY),1,4,11,58
LINE 1 (YONGE-UNIVERSITY),1,4,12,60
LINE 1 (YONGE-UNIVERSITY),1,4,13,58
LINE 1 (YONGE-UNIVERSITY),1,4,14,58
LINE 1 (YONGE-UNIVERSITY),1,4,15,58
LINE 1 (YONGE-UNIVERSITY),1,4,16,59
LINE 1 (YONGE-UNIVERSITY),1,4,17,59
LINE 1 (YONGE-UNIVERSITY),1,4,18,52
LINE 1 (YONGE-UNIVERSITY),1,4,19,45
LINE 1 (YONGE-UNIVERSITY),1,4,20,44
LINE 1 (YONGE-UNIVERSITY),1,4,21,44
LINE 1 (YONGE-UNIVERSITY),1,4,22,44
LINE 1 (YONGE-UNIVERSITY),1,4,23,44
LINE 1 (YONGE-UNIVERSITY),1,4,24,44
LINE 1 (YONGE-UNIVERSITY),1,4,25,32
LINE 1 (YONGE-UNIVERSITY),1,4,26,9
LINE 2 (BLOOR - DANFORTH),2,1,5,21
LINE 2 (BLOOR - DANFORTH),2,1,6,68
LINE 2 (BLOOR - DANFORTH),2,1,7,95
LINE 2 (BLOOR - DANFORTH),2,1,8,95
LINE 2 (BLOOR - DANFORTH),2,1,9,86
LINE 2 (BLOOR - DANFORTH),2,1,10,71
LINE 2 (BLOOR - DANFORTH),2,1,11,67
LINE 2 (BLOOR - DANFORTH),2,1,12,67
LINE 2 (BLOOR - DANFORTH),2,1,13,67
LINE 2 (BLOOR - DANFORTH),2,1,14,70
LINE 2 (BLOOR - DANFORTH),2,1,15,82
LINE 2 (BLOOR - DANFORTH),2,1,16,88
LINE 2 (BLOOR - DANFORTH),2,1,17,87
LINE 2 (BLOOR - DANFORTH),2,1,18,80
LINE 2 (BLOOR - DANFORTH),2,1,19,65
LINE 2 (BLOOR - DANFORTH),2,1,20,58
LINE 2 (BLOOR - DANFORTH),2,1,21,54
LINE 2 (BLOOR - DANFORTH),2,1,22,46
LINE 2 (BLOOR - DANFORTH),2,1,23,44
LINE 2 (BLOOR - DANFORTH),2,1,24,42
LINE 2 (BLOOR - DANFORTH),2,1,25,32
LINE 2 (BLOOR - DANFORTH),2,1,26,8
LINE 2 (BLOOR - DANFORTH),2,2,5,12
LINE 2 (BLOOR - DANFORTH),2,2,6,38
LINE 2 (BLOOR - DANFORTH),2,2,7,38
LINE 2 (BLOOR - DANFORTH),2,2,8,38
LINE 2 (BLOOR - DANFORTH),2,2,9,38
LINE 2 (BLOOR - DANFORTH),2,2,10,39
LINE 2 (BLOOR - DANFORTH),2,2,11,46
LINE 2 (BLOOR - DANFORTH),2,2,12,52
LINE 2 (BLOOR - DANFORTH),2,2,13,52
LINE 2 (BLOOR - DANFORTH),2,2,14,52
LINE 2 (BLOOR - DANFORTH),2,2,15,52
LINE 2 (BLOOR - DANFORTH),2,2,16,52
LINE 2 (BLOOR - DANFORTH),2,2,17,52
LINE 2 (BLOOR - DANFORTH),2,2,18,50
LINE 2 (BLOOR - DANFORTH),2,2,19,45
LINE 2 (BLOOR - DANFORTH),2,2,20,40
LINE 2 (BLOOR - DANFORTH),2,2,21,38
LINE 2 (BLOOR - DANFORTH),2,2,22,37
LINE 2 (BLOOR - DANFORTH),2,2,23,36
LINE 2 (BLOOR - DANFORTH),2,2,24,36
LINE 2 (BLOOR - DANFORTH),2,2,25,27
LINE 2 (BLOOR - DANFORTH),2,2,26,7
LINE 2 (BLOOR - DANFORTH),2,3,7,3
LINE 2 (BLOOR - DANFORTH),2,3,8,39
LINE 2 (BLOOR - DANFORTH),2,3,9,44
LINE 2 (BLOOR - DANFORTH),2,3,10,46
LINE 2 (BLOOR - DANFORTH),2,3,11,46
LINE 2 (BLOOR - DANFORTH),2,3,12,44
LINE 2 (BLOOR - DANFORTH),2,3,13,46
LINE 2 (BLOOR - DANFORTH),2,3,14,46
LINE 2 (BLOOR - DANFORTH),2,3,15,44
LINE 2 (BLOOR - DANFORTH),2,3,16,44
LINE 2 (BLOOR - DANFORTH),2,3,17,46
LINE 2 (BLOOR - DANFORTH),2,3,18,44
LINE 2 (BLOOR - DANFORTH),2,3,19,42
LINE 2 (BLOOR - DANFORTH),2,3,20,44
LINE 2 (BLOOR - DANFORTH),2,3,21,42
LINE 2 (BLOOR - DANFORTH),2,3,22,42
LINE 2 (BLOOR - DANFORTH),2,3,23,44
LINE 2 (BLOOR - DANFORTH),2,3,24,42
LINE 2 (BLOOR - DANFORTH),2,3,25,32
LINE 2 (BLOOR - DANFORTH),2,3,26,8
LINE 2 (BLOOR - DANFORTH),2,4,5,13
LINE 2 (BLOOR - DANFORTH),2,4,6,42
LINE 2 (BLOOR - DANFORTH),2,4,7,44
LINE 2 (BLOOR - DANFORTH),2,4,8,46
LINE 2 (BLOOR - DANFORTH),2,4,9,45
LINE 2 (BLOOR - DANFORTH),2,4,10,46
LINE 2 (BLOOR - DANFORTH),2,4,11,46
LINE 2 (BLOOR - DANFORTH),2,4,12,44
LINE 2 (BLOOR - DANFORTH),2,4,13,46
LINE 2 (BLOOR - DANFORTH),2,4,14,46
LINE 2 (BLOOR - DANFORTH),2,4,15,44
LINE 2 (BLOOR - DANFORTH),2,4,16,44
LINE 2 (BLOOR - DANFORTH),2,4,17,46
LINE 2 (BLOOR - DANFORTH),2,4,18,44
LINE 2 (BLOOR - DANFORTH),2,4,19,42
LINE 2 (BLOOR - DANFORTH),2,4,20,44
LINE 2 (BLOOR - DANFORTH),2,4,21,42
LINE 2 (BLOOR - DANFORTH),2,4,22,42
LINE 2 (BLOOR - DANFORTH),2,4,23,44
LINE 2 (BLOOR - DANFORTH),2,4,24,42
LINE 2 (BLOOR - DANFORTH),2,4,25,32
LINE 2 (BLOOR - DANFORTH),2,4,26,8
LINE 4 (SHEPPARD),4,1,5,13
LINE 4 (SHEPPARD),4,1,6,26
LINE 4 (SHEPPARD),4,1,7,26
LINE 4 (SHEPPARD),4,1,8,25
LINE 4 (SHEPPARD),4,1,9,25
LINE 4 (SHEPPARD),4,1,10,24
LINE 4 (SHEPPARD),4,1,11,24
LINE 4 (SHEPPARD),4,1,12,24
LINE 4 (SHEPPARD),4,1,13,24
LINE 4 (SHEPPARD),4,1,14,24
LINE 4 (SHEPPARD),4,1,15,25
LINE 4 (SHEPPARD),4,1,16,25
LINE 4 (SHEPPARD),4,1,17,26
LINE 4 (SHEPPARD),4,1,18,26
LINE 4 (SHEPPARD),4,1,19,25
LINE 4 (SHEPPARD),4,1,20,25
LINE 4 (SHEPPARD),4,1,21,24
LINE 4 (SHEPPARD),4,1,22,24
LINE 4 (SHEPPARD),4,1,23,24
LINE 4 (SHEPPARD),4,1,24,24
LINE 4 (SHEPPARD),4,1,25,24
LINE 4 (SHEPPARD),4,1,26,11
LINE 4 (SHEPPARD),4,2,5,7
LINE 4 (SHEPPARD),4,2,6,26
LINE 4 (SHEPPARD),4,2,7,26
LINE 4 (SHEPPARD),4,2,8,25
LINE 4 (SHEPPARD),4,2,9,25
LINE 4 (SHEPPARD),4,2,10,24
LINE 4 (SHEPPARD),4,2,11,24
LINE 4 (SHEPPARD),4,2,12,24
LINE 4 (SHEPPARD),4,2,13,24
LINE 4 (SHEPPARD),4,2,14,24
LINE 4 (SHEPPARD),4,2,15,25
LINE 4 (SHEPPARD),4,2,16,25
LINE 4 (SHEPPARD),4,2,17,26
LINE 4 (SHEPPARD),4,2,18,26
LINE 4 (SHEPPARD),4,2,19,25
LINE 4 (SHEPPARD),4,2,20,25
LINE 4 (SHEPPARD),4,2,21,24
LINE 4 (SHEPPARD),4,2,22,24
LINE 4 (SHEPPARD),4,2,23,24
LINE 4 (SHEPPARD),4,2,24,24
LINE 4 (SHEPPARD),4,2,25,24
LINE 4 (SHEPPARD),4,2,26,11
LINE 4 (SHEPPARD),4,3,7,2
LINE 4 (SHEPPARD),4,3,8,23
LINE 4 (SHEPPARD),4,3,9,25
LINE 4 (SHEPPARD),4,3,10,24
LINE 4 (SHEPPARD),4,3,11,24
LINE 4 (SHEPPARD),4,3,12,24
LINE 4 (SHEPPARD),4,3,13,24
LINE 4 (SHEPPARD),4,3,14,24
LINE 4 (SHEPPARD),4,3,15,25
LINE 4 (SHEPPARD),4,3,16,25
LINE 4 (SHEPPARD),4,3,17,26
LINE 4 (SHEPPARD),4,3,18,26
LINE 4 (SHEPPARD),4,3,19,25
LINE 4 (SHEPPARD),4,3,20,25
LINE 4 (SHEPPARD),4,3,21,24
LINE 4 (SHEPPARD),4,3,22,24
LINE 4 (SHEPPARD),4,3,23,24
LINE 4 (SHEPPARD),4,3,24,24
LINE 4 (SHEPPARD),4,3,25,24
LINE 4 (SHEPPARD),4,3,26,11
LINE 4 (SHEPPARD),4,4,5,7
LINE 4 (SHEPPARD),4,4,6,26
LINE 4 (SHEPPARD),4,4,7,26
LINE 4 (SHEPPARD),4,4,8,25
LINE 4 (SHEPPARD),4,4,9,25
LINE 4 (SHEPPARD),4,4,10,24
LINE 4 (SHEPPARD),4,4,11,24
LINE 4 (SHEPPARD),4,4,12,24
LINE 4 (SHEPPARD),4,4,13,24
LINE 4 (SHEPPARD),4,4,14,24
LINE 4 (SHEPPARD),4,4,15,25
LINE 4 (SHEPPARD),4,4,16,25
LINE 4 (SHEPPARD),4,4,17,26
LINE 4 (SHEPPARD),4,4,18,26
LINE 4 (SHEPPARD),4,4,19,25
LINE 4 (SHEPPARD),4,4,20,25
LINE 4 (SHEPPARD),4,4,21,24
LINE 4 (SHEPPARD),4,4,22,24
LINE 4 (SHEPPARD),4,4,23,24
LINE 4 (SHEPPARD),4,4,24,24
LINE 4 (SHEPPARD),4,4,25,24
LINE 4 (SHEPPARD),4,4,26,11
AIRPORT EXPRESS,900,4,5,16
AIRPORT EXPRESS,900,4,6,54
AIRPORT EXPRESS,900,4,7,71
AIRPORT EXPRESS,900,4,8,82
AIRPORT EXPRESS,900,4,9,87
AIRPORT EXPRESS,900,4,10,90
AIRPORT EXPRESS,900,4,11,92
AIRPORT EXPRESS,900,4,12,102
AIRPORT EXPRESS,900,4,13,106
AIRPORT EXPRESS,900,4,14,105
AIRPORT EXPRESS,900,4,15,106
AIRPORT EXPRESS,900,4,16,106
AIRPORT EXPRESS,900,4,17,105
AIRPORT EXPRESS,900,4,18,106
AIRPORT EXPRESS,900,4,19,101
AIRPORT EXPRESS,900,4,20,92
AIRPORT EXPRESS,900,4,21,97
AIRPORT EXPRESS,900,4,22,88
AIRPORT EXPRESS,900,4,23,87
AIRPORT EXPRESS,900,4,24,87
AIRPORT EXPRESS,900,4,25,39
AIRPORT EXPRESS,900,4,26,12
ANCASTER PARK,184,4,6,10
ANCASTER PARK,184,4,7,18
ANCASTER PARK,184,4,8,23
ANCASTER PARK,184,4,9,20
ANCASTER PARK,184,4,10,23
ANCASTER PARK,184,4,11,21
ANCASTER PARK,184,4,12,21
ANCASTER PARK,184,4,13,24
ANCASTER PARK,184,4,14,22
ANCASTER PARK,184,4,15,22
ANCASTER PARK,184,4,16,24
ANCASTER PARK,184,4,17,22
ANCASTER PARK,184,4,18,22
ANCASTER PARK,184,4,19,24
ANCASTER PARK,184,4,20,25
ANCASTER PARK,184,4,21,25
ANCASTER PARK,184,4,22,26
ANCASTER PARK,184,4,23,25
ANCASTER PARK,184,4,24,21
ANCASTER PARK,184,4,25,10
ARROW RD,99,4,3,2
ARROW RD,99,4,4,35
ARROW RD,99,4,5,39
ARROW RD,99,4,6,31
ARROW RD,99,4,7,30
ARROW RD,99,4,8,30
ARROW RD,99,4,9,36
ARROW RD,99,4,10,39
ARROW RD,99,4,11,39
ARROW RD,99,4,12,37
ARROW RD,99,4,13,37
ARROW RD,99,4,14,36
ARROW RD,99,4,15,29
ARROW RD,99,4,16,28
ARROW RD,99,4,17,37
ARROW RD,99,4,18,38
ARROW RD,99,4,19,38
ARROW RD,99,4,20,38
ARROW RD,99,4,21,36
ARROW RD,99,4,22,28
ARROW RD,99,4,23,2
AVENUE RD,13,4,5,3
AVENUE RD,13,4,6,23
AVENUE RD,13,4,7,22
AVENUE RD,13,4,8,23
AVENUE RD,13,4,9,26
AVENUE RD,13,4,10,26
AVENUE RD,13,4,11,28
AVENUE RD,13,4,12,26
AVENUE RD,13,4,13,25
AVENUE RD,13,4,14,26
AVENUE RD,13,4,15,25
AVENUE RD,13,4,16,26
AVENUE RD,13,4,17,26
AVENUE RD,13,4,18,25
AVENUE RD,13,4,19,29
AVENUE RD,13,4,20,24
AVENUE RD,13,4,21,32
AVENUE RD,13,4,22,24
AVENUE RD,13,4,23,28
AVENUE RD,13,4,24,24
AVENUE RD,13,4,25,24
AVENUE RD,13,4,26,12
AVENUE RD NORTH,61,4,5,10
AVENUE RD NORTH,61,4,6,24
AVENUE RD NORTH,61,4,7,25
AVENUE RD NORTH,61,4,8,31
AVENUE RD NORTH,61,4,9,32
AVENUE RD NORTH,61,4,10,34
AVENUE RD NORTH,61,4,11,36
AVENUE RD NORTH,61,4,12,36
AVENUE RD NORTH,61,4,13,36
AVENUE RD NORTH,61,4,14,34
AVENUE RD NORTH,61,4,15,37
AVENUE RD NORTH,61,4,16,36
AVENUE RD NORTH,61,4,17,34
AVENUE RD NORTH,61,4,18,36
AVENUE RD NORTH,61,4,19,32
AVENUE RD NORTH,61,4,20,32
AVENUE RD NORTH,61,4,21,32
AVENUE RD NORTH,61,4,22,32
AVENUE RD NORTH,61,4,23,32
AVENUE RD NORTH,61,4,24,32
AVENUE RD NORTH,61,4,25,20
BATHURST,307,4,3,4
